SKU,Description
9003GS,"PAPER & RUBBER KIT TH125C, 3T40"
90209,"*** USE X155402 *** MCS, AXLE DPO (2 PCS) AL4 DIFFERENTIAL SIDE (1 PC) 54MM OD"
90210,"*** USE X155401 *** MCS, AXLE AL4 CONVERTER SIDE 56MM OD (NOT USED IN DPO)"
9028GS,PAPER & RUBBER KIT TF-8(A727) 1971-ON
9029GS,PAPER & RUBBER KIT TF-6 (A904) 72-ON
90401,CONVERTER SEAL AL4
90420ER,"PUMP,3 L/U 3 BALL ON STATOR"
90444895,"BRAKE BAND,AF13, AW60-40 ,LOW,REV, OEM"
90486073,"*** DISCONTINUED *** GEAR,DIFF,AW 60-40LE,AF13,(N2073507)"
90486198,"SOLENOID, AW 60-40LE, AF13, CORSA (LOCK UP) (N2073504)"
90512495,"SENSOR, GREY,AW 60-40LE,AF13"
9118273,"SWITCH,NEUTRAL,AW 60-40LE,AF13"
92135,"ST A604 STEEL,2ND/4TH-LOW/REVERSE"
92183,"ST A604 STEEL,UNDERDRIVE"
92716,"FILTER, 45RFE/55RFE, 5-45RFE, 4WD (IND: 44710A) (OEM# 5013470AA, 4799507)"
92717,"FILTER, 45RFE/55RFE, SPIN ON TYPE, 99-UP (IND: 44711). (OEM# 4799662)"
92724,"FILTER, DODGE CALIBER JF011E, 07-UP NISSAN BLUEBIRD 2.0, 06-UP F1CJA MITSUBISHI LANCER, JF017E CVT 07-UP (17.2 MM SQUARE INLET HEIGHT) (IND: 92724) (OEM# 5191890AA, 2824A007, 31728-1XF02)"
92754A,PISTON LOW/REV A604 CLUTCH
92836A,SOLENOID BLOCK A604  L99-UP RETROFITS to 89
92912-NAT,"PISTON, A604, A604, 42RLE UNDERDRIVE CLUTCH (OEM# 4431612)"
93742022,"*** DISCONTINUED *** REAR COVER, ZF4HP16"
93742035,"OIL PUMP ASSEMBLY, ZF4HP16"
93742189,*** DISCONTINUED *** SENSOR SPEED OUTPUT ZF4HP16  (1063327025)
93742194,*** DISCONTINUED *** SOLENOID ZF4HP16 DAEWOO
93742966,"SWITCH, INHIBITOR, ZF4HP16,DAEWOO, (IND:N2693501)"
93742966-GM,NEUTRAL SWITCH ZF4HP16 DAEWOO (1063327019)
93742966X,NEUTRAL SWITCH ZF4HP16 (AFTERMARKET)
93745940,SENSOR INDUCTIVE/ INPUT ZF4HP16 DAEWOO  (1063327102) (OEM# 93745940)
93745940X,SENSOR INDUCTIVE/ INPUT ZF4HP16 DAEWOO  (1063327102) AFTERMARKET
93900,VALVE BODY 4F27E FORD
94665587,HOSE GM
9528,ACURA/HONDA PUMP SEAL KIT
9540,03-05 HOND CIVIC PUMP KIT
9545,PUMP SEAL KIT SUBARU
9546,HONDA PUMP KIT
95710,"FILTER TAAT MP6,MP7 91-ON SATURN INTERNAL SUMP TYPE (OEM# 21002346, 21002496) 90-ON"
95740-051,VALVE BODY PLATE CODE A051/B051
95740-052,"VALVE BODY PLATE, CODE A052/B052"
9583,HONDA PUMP KIT
9587,MITSUBISHI PUMP KIT
9597,ACURA/HONDA VARIOUS PUMP KITS
9598,"PUMP SEAL KIT, ACURA RSX 02-07, RDX 07-09, TSX L4 2.4L 06-08, HONDA ACCORD 4 CYL 06-07, CIVIC 1.8L 06-09,  CR-V 2.4L 05-07, 2002, ELEMENT L4 2.4L 2WD & 4WD 06-07"
9599,01-02 HONDA CIVIC PUMP KIT
96201A,"BEARING KIT, FORD CD4E 1994-UP"
96201AJ,VALVE BODY AXOD-E 98-UP
96420A-P,"SOLENOID BLOCK CD4E, WHITE CONNECTOR, UPDATED DESIGN -TESTED"
96500,"PAN GASKET (RUBBER) AXOD, AXODE, AX4S"
96554CA,"DRUM, CD4E"
96554CK-P,"DRUM CD4E, FORWARD COAST, DIRECT COMPLETE 3 CLUTCH DIRECT 98-UP"
96582-P,FRONT PLANET FORD CD4E (3 PINION)
96583BP,"GEARTRAIN, PLANET SET CD4E 4 PINION 98-UP"
9663,"R&P SEAL KIT, HONDA ACCORD (90-93)"
96710M,"*** USE 96710 *** FILTER AXOD, AXODE, 86-95 .250""oRANGE GROMMET OEM: F5DZ-7A098-B NO BRACKET"
96722A,"FILTER, FORD 6R60, 6R80 (8MM TUBE), 2011 EXPEDITION, F150 PICKUP, MUSTANG, NAVIGATOR (SHALLOW PAN-1"" INLET-SQUARE SHAPE) (OE# BL3Z-7A098-A, BL3P-7G186AA)"
96950,"AXOD/AXODE   ON/OFF, L/U   1986 - 1990"
96957A,NEUTRAL SAFETY SWITCH FORD AX4N 96-99 (11 PIN)
96964A,NEUTRAL SWITCH FORD AXOD
97700,"BAND, A340, A340E, A314E, A240F, AW30-43LE. BRAKE. (OEM# 35810-30020) (IND:97700)"
97711,*** USE 97714 *** FILTER TOYOTA A340H EXC. JEEP 85-96 (OEM# 35330-35010)
97711Q,"FILTER TOYOTA, SUZUKI A47DE. IS/200/300. (OEM# 35330-53010, 26570-61J10)"
97712,"FILTER TOYOTA A340H 91-UP JEEP (AW4) 4WD (OEM# 83504032, 89835-04032)"
97718,"FILTER A343F 93-ON 4WD LEXUS LX450, TACOMA, ETC. (OEM# 35330-60020)"
97718A,"*** USE 97726 *** FILTER A340E/F, A343F 98-ON (CENTER NECK)"
97726,"FILTER, TOYOTA A343F (NECK IN CENTER) 95-ON LEXUS LS470 (IND# 97718A) (OEM# 35330-60030)"
97730,"FILTER, TOYOTA, A750E/F, 03-UP (IND: 97730) (OEM# 35330-60050, 26570-54J10)"
97821,"PISTON, TOYOTA U240, U241, U250, UNDER DRIVE (BONDED RUBBER) 98-UP (1.945"" ID) (OEM# 34205-32010)"
97950D,MAZDA CONVERTER REACTOR G4A
9831,R & P HONDA SEAL KIT
9832,HONDA CIVIC POWER STEERING 92-95
98420A,"SOLENOID GROUP(PACK), MAZDA ONLY JF506E"
98575C,"FILTER HONDA  P36A, BV1A, B98A,PN4A,P79A-119MM"
9870,"R&P SEAL KIT, ACURA TL 3.2L 04-07, HONDA ACCORD 4 CYL 98-07, CR-V 98-01, ODYSSEY 98, ISUZU OASIS 98-99"
98710Z,"FILTER, ACURA/HONDA, 5 SPEED 03-04 ACCORD, ELEMEN 02-04 CR-V, 02-04 RSX, TSX MCVA, MRVA CR-V, MRMA-RSX (OE# 25420-PRP-003) BCLA (121710) (W/RAMP, FLAT FILTER MATERIAL)"
98720Z,*** USE 98740Z *** FILTER HONDA CIVIC DX 06-UP (OEM# 25420-RPC-003)
9884,"R&P SEAL KIT, SUZUKI GRAND VITARA LX7 (98-00)"
98922L,"Honda Speed Sensor 98-01 (Accord 98-02, Odyssey 99-01)"
98958C,HONDA SPEED SENSOR
99118,RELEASE SPRING NISSAN STANZA
9959,R&P Mazda 6 Kit
99710,"FILTER, RL4F03A, RE4F03A SENTRA (1991-ON) (OEM# 31728-31X01, 31630-3CX00)"
99990,FORWARD CLUTCH DRUM F1C1 MITSUBISHI
99998,VALVE BODY VOLVO T35 EARLY
99999,FWD PISTON KIT KM175
A-101T,"RING KIT, CHRYSLER: TF6/A904, 16-RINGS, 1960-ON, TEFLON  (IND: K12950A)"
A-109A,"RING KIT, CHRYSLER: TF8/A727 S/P (IND: K22925B SPT)"
A-109T,"RING KIT, CHRYSLER: A727/TF8, 12-RINGS, 1971-93, TEFLON (IND: K22952BT)"
A-137,RING KIT A518/618 CHRYSLER
A-7136E,WASHER  KIT CHRYSLER A604/606
A-X9108,BUSHING KIT CHRYSLER TF8/A727
A-X9135E,"BUSHING KIT, CHRYSLER A500 (15 BUSHINGS) (88-93)"
A108006,MASTER KIT POWERGLIDE 1958-UP
A2637,ENGINE MOUNT FRONT LEFT
A2637-R,ENGINE MOUNT FRONT RIGHT
A2638,TRANSMISSION MOUNT
A4320BR,"PUMP, 03-72, 03-71 NON LOCK-UP, STARTOR SHAFT 3  5/8-4/1, A44DL MITSUBISHI"
A4335DKP,"SUPPORT CENTER COMPLETE 2.038"" RING LANDS, 2 LINES IN FRONT, 3 IN REAR FOR 2.050""BORE DIRECT DRUM"
A4335EKP,"CENTER SUPPORT, COMPLETE 2.038"" RING LANDS, 2 LINED IN FORNT , 3 IN REAR"
A4415AR,"FRONT PLANET, 23 TOOTH PINIONS,A44DL MITSUBISHI"
A74741QA,P1870 CODE FIX EA 4L60E
AL-90-2G,"HUB, IMPELLER, FLANGED"
AL-WP1-OE,"WASHER, THRUST FRONT COVER, ALLISON 1000/2000/3000"
AODE-VB,"VALVE BODY FORD AODE GOOD USED,  SOLD AS IS NO WARRANTY"
AOE20CR,"FRONT PUMP, 4R75W / HOUSE REBUILD  2/14, FORD"
AOE78LR,"DRUM, REVERSE DRUM, 4R75W LOADED, REBUILT  2/14, FORD"
ATK-047,"SUPERSEDED BY ATK-066 // CVT CHAIN JF011E, CVT2, CVT2M, F1CJA, W1CYA, REOF10A"
ATK-050,"SUPERSEDED BY ATK-064 // CVT CHAIN  ZF VT1-27T Electric, ZF VT-32A, REOF08A, JF009E, CVT1K, F1C1A, F1C2A, AXA15LN, M4VA, MLYA, MENA, MET, N7DA, SLYA, XA10LN MITSUBISHI LANCER"
ATK-068,"*** USE ATK-072 *** CVT CHAIN, JF015E, SWRA, SZCA HONDA FIT 1.3"
ATK-305,DRUM REVERSE AW80-40LE
ATK001,OVERHAUL KIT GEELY??
ATSG-A500,"BOOK, A500 REPAIR MANUAL"
AX4N-VB,VALVE BODY FORD AX4N
B-211,"RING KIT, FORD: C4, 7-RINGS S/P, 1978-81(IND: K26901B SP)"
B-212,"RING KIT, FORD: C4, C5, 7-RINGS, 1978-86, TEFLON (IND: K26901B T)"
B-220,"RING KIT, FORD: C6, 7-RINGS S/P, 1966-ON (IND: K36901 SP)"
B-223,"RING KIT, FORD: C6, 7-RINGS, 1966-ON, TEFLON (IND: K36901 T)"
B-227X,"RING KIT, A4LD"
B-269,"RING KIT, FORD: 4R70W/4R75W (2004-ON)"
B-81NS,"TORQUE CONVERTER 4L80 NEW STYLE, LOW STALL, 37 SPLINE STATOR, CLUTCH TYPE UNIT."
B-9228G,"BUSHING KIT, FORD 5R55N (5 BUSHINGS)"
B-X9214,"BUSHING KIT FORD C4, C5"
B-X9220A,BUSHING KIT FORD C-6
B-X9225,"BUSHING KIT, FORD C3"
B-X9228,"BUSHING KIT FORD A4LD/E, 4R44E, 5R55E (14 BUSHINGS) (88-ON)"
B-X9231,"BUSHING KIT, FORD AOD (13 BUSHINGS) (80-ON)"
B-X9247,BUSHING KIT FORD E4OD
B-X971A,BUSHING KIT FORD CD4E
B106006,MASTER KIT FMX
B12002C,OVERHAUL KIT  A904 1972-Up (Except Colt & Arrow) (12 Metal 2 Plastic Rings)
B12002CA,"OVERHAUL KIT, TF-6, A904 72-ON EXCEPT COLT AND ARROW"
B12006C,MASTER KIT A904/ TF6 (Except Colt & Arrow) (12 Metal 2 Plastic Rings) 1972-Up
B12008C,"SUPER KIT TF-6, A904 72-ON EXCEPT COLT AND ARROW"
B12008E,"SUPER KIT, A500 (40RH, 42RE, 42RH) 88-ON"
B127002A,OVERHAUL KIT U340E U341E U341F W/Out Bonded Pistons 1999-Up
B13006,MASTER KIT M41 75-82 2WD W/O TRANSFERCLUTCH PLATES (OLD# 27100)
B140006A,MASTER KIT M4VA 96-ON CIVIC HX (OLD# 28200B)
B14006APW,MASTER KIT 4T40E/ 4T45E  85-02
B141002,"OVERHAUL KIT, A440F, A442F 85-95"
B141008,SUPER KIT A440F 85-92
B141008AC,SUPER KIT A442F 93-95
B150002,OVERHAUL KIT HONDA 3 SPEED 80-86 (OLD# 28192)
B150006,MASTER KIT HONDA 3 SPEED 80-86 (OLD# 28190)
B167002A,OVERHAUL KIT  U140E U140F W/Out Pistons 1999-Up (W/Out Pan Gasket)
B170006A,"MASTER KIT, RO, MPRA 90-93 (OLD# 28876A)"
B178006,MASTER KIT HONDA SPEED 73-79 (OLD# 28000)
B179002A,OVERHAUL KIT  ZF5HP18 BMW (RWD) W/Out Pistons 1993-Up
B179006A,MASTER KIT ZF5HP18 BMW (RWD) W/Out Pistons 1993-Up
B18002,"OVERHAUL KIT, F3A 1981-UP"
B18006,MASTER KIT F3A 81-93
B20002B,OVERHAUL KIT BAYA MAYA B7WA MGFA M7WA B7WA 2000-Up
B20006CB,"MASTER KIT B7XA, M7ZA 96-UP"
B21-FLKF,TORQUE CONVERTER GM 4T45E SATURN 00-04
B22002C,OVERHAUL KIT: Overhaul Kit TF8(A727) 1971-Up (12 Metal Ring Kit)
B22002E,"OVERHAUL KIT, A518, A618 (46RE,46RH,47RE)"
B22008C,"SUPER KIT A727, TF8, 36RH, 37RH 71-87 CHRYSLER"
B22008E,SUPER KIT  A518 1990-97
B23006,MASTER KIT R4AXEL 87-92 4WD W/O TURBOW/TRANSFER CLUTCH PLATES
B24002,"OVERHAUL KIT, TH180"
B24002E,"OVERHAUL KIT  4L30E 90-ON OPEL,VAUXHALL,BMW,ISUZU"
B25-6,TORQUE CONVERTER 4L30E ISUZU RODEO 2000-UP (6 BOLTS)
B26002B,"OVERHAUL KIT, C-4 1978-81 W/OUT BAND NUTS (9 PTFE RINGS)"
B26002C,"OVERHAUL KIT, C-4 1970-81 W/BAND NUTS (7M)"
B26002E,OHK C-5 82-86 W/BAND NUTS
B26002EA,OHK C-5 82-86 W/O BAND NUTS
B28004E,MASTER KIT G4AEL G4AEL Master L/Steels Kit G4A-EL G4A-HL GF4A-EL 1993-Up
B28006EA,MASTER KIT G4A-EL 93-UP
B30002C,"OVERHAUL KIT, M6HA/B6VA/BAXA/MAXA/MDWA"
B30006C,MASTER KIT BAXA
B32006AA,MASTER KIT A413/470/670 1981-Up
B32008AA,"SUPER KIT  A413, A470 1981-Up"
B34002,OVERHAUL KIT  TH400 1965-Up (6 Metal Rings)
B34002A,"OVERHAUL KIT, TH400, 3L80 65-ON W/ FULL METAL RING KIT"
B34002AB,"OVERHAUL KIT, TH400 1965-UP (ALL PTEF RINGS)"
B34002E,OVERHAUL KIT  4L80E 1991-Up (13 PTFE Rings)
B34006E,MASTER KIT 4L80E 91-96
B34008E,"SUPER KIT, 4L80-E 91-96 W/ PAN GASKET"
B36002A,"OVERHAUL KIT, C6 1976-UP"
B36002AA,"OVERHAUL KIT, C-6 L76-ON W/O BAND NUT"
B36002AB,OVERHAUL KIT C-6 1976-Up
B36002EB,"OVERHAUL KIT, E4OD, 4R100 96-ON"
B36008B,SUPER KIT C-6 75-UP
B38002AB,"OVERHAUL KIT, F4A-EL, 4EAT-F, 90-ON"
B42006E,MASTER KIT KM175-5 KM177-8 1988-Up
B43004,"BANNER KIT, NISSAN RL3F01A 81-UP"
B44002A,"OVERHAUL KIT, 250/350 (FULL RING KIT 9 METAL RINGS) 1969-79"
B44002AA,"OVERHAUL KIT, 250/25C/350/350C (FULL RING KIT 4 PTFE 5 METAL RINGS) 1969-79"
B44002AB,"OVERHAUL KIT, TH250, TH350 69-79 W/FULL PTFE RING KIT"
B44002C,OVERHAUL KIT 250C 350C 1980-86 (Full - 4 PTFE 5 Metal Rings)
B45180HTE,"FRICTION RING 0.45"""
B45250HTE,"FRIC RING .045"""
B45300HTE,"FRIC RING .045"""
B45330HTE,FRICTION RING
B53006B,MASTER KIT L4N71B 83-UP
B56002,OVERHAUL KIT C-3 74-87
B56002E,"OVERHAUL KIT, A4LD 85-95 W/VITON AND PLATED GOVERNOR RINGS"
B56002H,OVERHAUL KIT A4LDE 4R44E 4R55E 1995-96
B56002L,"OVERHAUL KIT  4R44E, 4R55E 5R55E 97-ON"
B56006A,MASTER KIT C-3 1979-87
B56006H,MASTER KIT A4LDE 4R44E 4R55E 1995-96
B56008A,SUPER KIT C-3 79-87
B56008E,SUPER KIT A4LD 1986-88
B57002EC,"OVERHAUL KIT,  A42DL, A43DE, A43DL, A44DLA46DE, A46DF 82-ON"
B57002H,"OVERHAUL KIT, A43DL, A44DL ,45DL  84-UP"
B57006CC,MASTER KIT TOYOTA A40D /42D 77-93
B57006HC,MASTER KIT A43DE/DL 1984-Up
B57008HC,SUPER KIT A42DL A43DL A44DL A45DL 1982-Up
B61,PLUG CONVERTER HEX HEAD (100)
B62008,"SUPER KIT, A606 42LE 93-95"
B64002C,"OVERHAUL KIT, TH125/C 80-ON COMBO"
B64008B,SUPER KIT TH125 125C 1984-Up
B65002A,OVERHAUL KIT  VW 010 (With Differential Seals) 1975-Up
B66070HTE,"FRIC RING .066"""
B66190HTE,"FRIC RING .066"""
B66220HTE,"FRIC RING .066"""
B66250HTE,"FRIC RING .066"""
B66320HTE,FRIC RING 0.66
B67002A,"OVERHAUL KIT, MX17 (SPRINT SUZUKI) 1985-UP"
B67006B,MASTER KIT A130 TOYOTA 84-UP
B67006D,MASTER KIT A240 TOYOTA 85-UP
B67006DA,MASTER KIT A245E A246E A247E 1993-02
B67008B,SUPER KIT A130L A131L A132L 1984-Up
B67008D,SUPER KIT A240E/L 241EL 243L 244E 1985-Up
B68006A,MASTER KIT MERCEDES 722.4 (Small Case) 1984-97
B69002,OVERHAUL KIT ZF3HP22/24 1976-84
B69002A,OVERHAUL KIT ZF4HP22 ZF4HP24 1984-Up
B69006B,MASTER KIT ZF4HP22 1984-96 (With 5 Over-Drive Steels
B69008,SUPER KIT ZF3HP22 1976-84 (3 Speed)
B70006B,"MASTER KIT M5DA HONDA/ACURA 96-UP,"
B7099-158,"BOX MSTR KIT PRINTED 1-5/8""D"
B7099-238,"BOXES MASTER KIT 2-3/8""DEEP BLANK"
B7099-238GSTAR,"BOX, MASTER KIT PRINTED 2-38"" GOLDSTAR"
B7099-238KRM,"BOXES, KRAMCO VARNISH LABEL 2-3/8"""
B72002A,OVERHAUL KIT 45RFE 99-03 W/O PISTONS
B73002A,"OVERHAUL KIT RE4R01A, RL4R01A 87-ON"
B74002C,"OVERHAUL KIT, TH700-R4, 4L60 82-93"
B74002E,"OVERHAUL KIT, 4L60E, 4L65E 93-03 W/O PISTONS"
B74006E,MASTER KIT 4L60E 93-UP
B75002A,"OVERHAUL KIT 095,096, 01M 89-ON W/O PISTONS"
B760006E,"MASTER KIT AODE , 4R70W, 92-95"
B76002G,"OVERHAUL KIT, 4R70W 96-03"
B76008E,SUPER KIT AODE 4R70W 1992-95  $116.50
B79002E,OVERHAUL KIT ZF4HP18FL Eagle Dodge 1988-Up
B79006E,MASTER KIT ZF4HP18FL Eagle Dodge 1988-Up
B80002A,"OVERHAUL KIT, A6VA/PX4B/APXA/APX4/MPJA/MPWA/MPXA/MPOA/AOYA/BOYA/MP1A"
B80006A,"MASTER KIT PX4B, APX4, APXA, AOYA, BOYA, MOYA, MPWA, MPXA, MPJA, A6VA (OLD# 28600)"
B83002A,"OVERHAUL KIT, RE4F03A, RL4F03A/V 91-ON"
B83002B,"OVERHAUL KIT, RE4F04A/B, 4F20E 92-UP"
B83006A,MASTER KIT RL4F03A RE4F03A RE4F03V
B84002,OVERHAUL KIT 440-T4 83-93
B86006EA,MASTER KIT AXODE / AX4S 1991-98
B90002C,"OVERHAUL KIT, HONDA M24A, A2YA, S24A, A24A 92-95"
B90004C,BANNER KIT M24A/A2YA/S24A/A24A 92-95
B90006C,MASTER KIT M24A/A2YA/S24A/A24A 92-95 (OLD# 28200A)
B90006DA,"MASTER KIT B4RA, A4RA, BDRA, B46A, S4RA, M4RA 96-UP"
B90006HA,"MASTER KIT MDMA,M4TA,MDLA,SDMA 97-ON (OLD# 28200D)"
B92002,"OVERHAUL KIT, A604, 40TE, 41TE 90-ON"
B92006A,MASTER KIT  A604 1990-03 (4 Metal 11 PTFE Rings)
B92008A,"SUPER KIT A604, 40TE, 41TE, 41AE 90-95"
B96002,OVERHAUL KIT CD4E 94-02 W/O PISTONS
B96002P,OVERHAUL KIT CD4E 94-02 WITH PISTONS
B97002,"OVERHAUL KIT A340E/H/F, AW4 85-99 A341 E90-00"
B97002D,OVERHAUL KIT TOYOTA A343F 95-99
B97006,"MASTER KIT, A340E Master W/Steels Kit A340E A340H 1986-99"
B97006C,MASTER KIT A341E 92-96
BF138006AP,MASTER KIT MAZDA 4F27E 1994-2007 Master W/Steels Kit 4F27E (Ford) With Bonded Pistons 2000-Up
BF21002A,OVERHAUL KIT AW55-51SN AISIN WARNER COMBO 00-UP
BF42002LC,OVERHAUL KIT A4AF3 A4BF2 A4BF3 (Elantra 2000) (Accent 2000-03) (Tiburon 2000-01)
BF79006P,MASTER KIT ZF4HP14 (Peugeot) 1989-94
BF82006A,"MASTER KIT, 42RLE 03-ON"
BF89002A,"OVERHAUL KIT AW50-40, 50-42 89-UP (FIBER)"
BLG-LARGE,"BLACK LIGHTING GLOVES, SIZE LARGE, LATEX FREE, 100% NITRILE (100 GLOVES PER BOX)"
BMW29,CONVERTER 4L30E BMW SE9S
BW-90-21G,HUB INDUSTRIAL
BW-90-38G,IMPELLER HUB NISSAN INDUSTRIAL
BW-HT-4HS,"T-HUB, 29T"
BW-HT-5,"T-HUB, 17T"
BW-RV-1,"RIVET .378"" Long, sold 100/bag"
BW-WP-4,"WASHER, VESPEL ,062"" THICK"
C-310,"RING KIT, GM: TH400/3L80, 10-RINGS, 1971-ON (IND: K34901A SPT)"
C-316,"RING KIT, TH400/3L80, 10-RINGS, 1971-ON, TEFLON (K34901A T)"
C-321,"RING KIT, GM: TH350/C, 9-RINGS, 1974-86 (IND: K35903 SPT)"
C-328,"RING KIT, GM: TH350/C, 9-RINGS, 1974-86, TEFLON (IND: K35903 T)"
C-350,"RING KIT, GM TH125/C"
C-378,RING KIT GM: MT540 SERIES ALLISON
C-399,"RING KIT, GM: TH700/4L60E, 21-RINGS, 1982-ON (IND: K77903 TE)"
C-545,TORQUE CONVERTER ALLISON 1000 REBUILT
C-7350A,WASHER KIT GM TH125/C
C-9319A,BUSHING KIT GM: TH350/C
C-9375B,BUSHING KIT GM: 4L80E
C-X9350,"BUSHING KIT, TH125/C L/UP 1982-ON"
C-X9354,BUSHING KIT GM TH700-R4/4L60
C-X9359,BUSHING KIT GM TH440-T4/4T60
C-X9361E,BUSHING KIT GM 4T60E
C3LUHD,CONVERTER
C4,"KIT TRANSMISSION,AS-IS"
C664A,GOVERNOR
CD415BP,"PLANET, FRONT, HOUSE REBUILT 4 PINION"
CD418A,"SHAFT TURBINE, USED, 8.25 "" LONG"
CD420BP,"PUMP, ALL YEARS, FORD"
CD420BR,"PUMP, ALL YEARS"
CD425BK,"PLANET PACKAGE, 98 UP, 5 PC, INCLUDES FORWARD SPRAG ASM, 4 PINION FRONT PLANET"
CD4340A,"SHAFT, PUMP DRIVE, USED 14"" LONG"
CD451Z,"VALVE BODY PER SPECS, 98-UP W/SOLENOID"
CD4545AKP,"FORWARD SPRAG ASM , 94 TO 97 PERFECT USED, FORD"
CD4545BKP,"FORWARD SPRAG ASM., 98 UP HOUSE PRODUCT, FORD"
CD4561AN,"DIRECT HUB, NEW"
CD456AR,"REVERSE DRUM, REBUILT"
CD4575BP,"GEAR OVERDRIVE REVERSE RING, USED, 55 TOOTH.900""WIDE"
CD4824AK,LOW SPRAG KIT-PREMIUN
CD485D,"DOUBLE DRUM, 98-UP, BARE"
CD485DK,"DOUBLE DRUM, LOADED, USED PART PUMP, ALL YEARS, FORD"
CH-O-1V,LIP SEAL RADIAL
CH-0-9V,"LIP SEAL, RADIAL"
CH-90-1BG,"HUB, IMPELLER, BUTT MOUNT"
CH-90-2G,"HUB, IMPELLER, THROUGH MOUNT"
CH-B-2,"BUSHING, FRONT COVER, FINISHED"
CH-HT-670,"T-HUB 22T, CHRYSLER 9-1/2"""
CH-N-1,"BEARING, ENCLOSED, 10"" L/U"
CH-N-8,"BEARING, ENCLOSED/FRONT COVER 10-3/4"" LU, 10-3/4"" LU LATE PRODUCTION"
CH-O-10V,"O-RING, SMALL ID, THRUST SPACER"
CH-O-11V,"O-RING, LARGE OD,THRUST SPACER"
CH-O-3V,"O-RING, RWD CHRYS. LU"
CH-O-9V,"RADIAL LIP SEAL,CHRYS,FWD LU"
CH-RG-122,"RING GEAR, 122T TF6 904 LU&NLU"
CH-RG-130T,"RING GEAR,130 TF8 727 NLU THN COUNTRY OF ORIGIN: INDIA"
CH-RV-1,"RIVET,T-HUB,CHRYSLER 100/SET"
CH-S-1-5,"SPRING, ACCORD, 5000/BX"
CH-SD-O,"SPRING,DAMPER-ORANGE"
CH-WB-1,"THRUST WASHER, BI-METAL"
CT-11,TORQUE CONVERTER MITSUBISHI KM176 89-UP
CT-19,TORQUE CONVERTER MITSUBISHI F4A41 2001-UP
CT-20,"TORQUE CONVERTER MITSUBISHI ? KM 170-177, F4A32/33, W4A32/33 4 PADS 97"
CT-23,TORQUE CONVERTER MITS. MONTERO SPORT V4A51 2000-UP
CT-26,TORQUE CONVERTER MITSUBISHI 2.4 F4A41
CT-6,TORQUE CONVERTER MITSUBISHI KM170-1-2 82-88
CV-HT-HS,"T-HUB, 30T, HS"
CV-O-3V,"O-RING, 4.240""IDx103""D VITON"
CV-RV-1,"RIVET,T-HUB,CHEVY PG 100/SET"
CV-WA-3,"STATOR CAP, ALUMINUM"
CV-WP1-OE,"THRUST SPACER, PG & CHEVY 350"
D-9411C,BUSHING KIT TOYOTA A540E
D121952A,Temp Sensor Accord V-6 2003-2004 Oddesey 2002-2004 Acura 3.2 TL 2000-2003; CL 2001 - 2003; MDX 2001 - 2002
D22955A,GOVERNOR PRESSURE  SENSOR A518 00-UP
D23420A,"SOLENOID KIT, ECB 4 SOLENOIDS 87-98"
D34242K,"BRG W/RACER, 400/4L80E C, 34920"
D34249K,"WASHER WHEN OUT R/B D34249AK, 34921"
D34256K,"BEARING W/RACES, 400/4L8, 34922"
D34605A,"SOLENOID EPC 4L60E, 4L80E 4T80E 1993-02"
D34605C,"SOLENOID EPC 4L65E, 03-ON (OEM# 24248893)"
24230288,SOLENOID 4L80-E 1-2 SHIFT  (A) 91-UP (AC DELCO) (IND# D34825)
24230289,"SOLNOID, 4L80-E  2-3 SHIFT (B) 91-UP (Delphi) (OEM# 24230289)"
D36957A,"E40D / 4R100 Turbin Input Speed Shaft Sensor (Non-PTO Models)  98-04 (Also  Output speed, ALL)"
D37955A,"Allison LCT 1000/2000 Wire Harness, Internal  Late 2003 - 2005   (7 Solenoids)"
D41954,"DO NOT REORDER, USE OEM#46313-39051"
D41990C,"SOLENOID SET, KM175"
D44914,*** USE 4799609 *** FRONT PUMP COVER 45RFE 99-UP
D46950,"SOLENOID, SHIFT (ON/OFF), FORD 4F27E, MAZDA FN4A-EL, 99-UP OEM"
D46951,"SOLENOID FORD 4F27E/FN4AEL, FNR5   PWM 1999-UP"
D56843A,"*** USE 52-0437 *** SOLENOID 4R44/55E, 5R55E  PWM TCC 97-UP"
D56954L,"SOLENOID BLOCK FORD 5R55W/S 2004-UP OEM,(REPLACES D56954K)"
D59958D,"*** DISCONTINUED, USE 59958D *** SENSOR, AW55-50 SPEED, INPUT & OUTPUT, 99-UP (STRAIGHT CONNECTOR, REPLACES BENT CONNECTOR) (OEM# 24239284)"
D61928A,"*** USE 4659677AC *** NEUTRAL SAFETY SWITCH A606(98-UP), 42RLE(02-UP) MANUAL POSITION SENSOR (9 PRONG) MADE IN USA"
D62997,"SOLENOID RE4R01A, RE4R03A, R4A-EL  LOCK-UP  88-04 (OEM# 31940-41X10)"
31940-80X25,"SOLENOID BLOCK RE4F04A, 4F20E  18"" HARNESS  92-UP (OEM# 319400-80X25)"
D63954A,RE4FO4A/B Solenoid Pack 99-up NO HARNESS
D64209A,"BEARINGS W/SEAL, 125C PUMP SHAFT, 51477A"
50082BW,"SOLENOID BLOCK CD4E TCC(12.4-19 OHM) 94-UP (REPLACE ALL MODELS) (BORG WARNER) (IND# D73949A) (OEM# F3RZ-7G391-A, F6RZ-7G391-AA)"
D73957,NEUTRAL SAFETY SWITCH FORD CD4E 94-ON
